timestamp,solar_irradiance,temperature,cloud_cover,wind_speed,humidity,clearness_index,solar_output_kwh,usage_kwh,battery_soc,is_daytime,hour_sin,hour_cos,month_sin,month_cos,safety_risk,savings_inr
01-01-2020 22:00,0,17.43,99.19,3.55,77.46,0.19,0,0.166558517,42.91,0,-0.5,0.866025404,0.5,0.866025404,0,0
01-01-2020 23:00,0,16.96,98.62,4.15,81.02,0.19,0,0.030717599,42.6,0,-0.258819045,0.965925826,0.5,0.866025404,0,0
02-01-2020 00:00,0,16.51,97.16,4.56,83.85,0.19,0,0.056742918,42.03,0,0,1,0.5,0.866025404,0,0
02-01-2020 01:00,0,15.95,49.6,4.59,86.33,0.19,0,0.029348393,41.74,0,0.258819045,0.965925826,0.5,0.866025404,0,0
02-01-2020 02:00,0,15.38,88.51,4.4,87.95,0.19,0,0.089275054,40.85,0,0.5,0.866025404,0.5,0.866025404,0,0
02-01-2020 03:00,0,14.79,99.62,4.13,89.06,0.19,0,0.032165906,40.53,0,0.707106781,0.707106781,0.5,0.866025404,0,0
02-01-2020 04:00,0,14.18,67.98,3.84,90.28,0.19,0,0.042414104,40.1,0,0.866025404,0.5,0.5,0.866025404,0,0
02-01-2020 05:00,0,13.65,40.66,3.63,91.37,0.19,0,0.40751812,36.03,0,0.965925826,0.258819045,0.5,0.866025404,0,0
02-01-2020 06:00,0,13.17,92.01,3.48,92.57,0.19,0,0.441725172,31.61,1,1,6.12E-17,0.5,0.866025404,0,0
02-01-2020 07:00,47.62,13.75,72.95,4.13,88.3,0.28,0.042858,0.290259956,29.14,1,0.965925826,-0.258819045,0.5,0.866025404,0,0.342864
02-01-2020 08:00,184.65,15.78,55.9,4.09,78.5,0.41,0.166185,0.326781996,27.53,1,0.866025404,-0.5,0.5,0.866025404,0,1.32948
02-01-2020 09:00,349.5,18.26,38.85,3.77,69.8,0.52,0.31455,0.177443846,28.9,1,0.707106781,-0.707106781,0.5,0.866025404,0,2.5164
02-01-2020 10:00,500.73,20.74,21.84,3.24,63.61,0.59,0.450657,0.147502175,31.93,1,0.5,-0.866025404,0.5,0.866025404,0,3.605256
02-01-2020 11:00,566.25,22.87,24.25,2.26,57.74,0.6,0.509625,0.269271508,34.34,1,0.258819045,-0.965925826,0.5,0.866025404,0,4.077
02-01-2020 12:00,521.7,24.09,41.14,1.74,52.92,0.54,0.46953,0.269022595,36.34,1,1.22E-16,-1,0.5,0.866025404,0,3.75624
02-01-2020 13:00,452.65,24.59,46.84,1.74,50.21,0.5,0.407385,0.258472816,37.83,1,-0.258819045,-0.965925826,0.5,0.866025404,0,3.25908
02-01-2020 14:00,344.83,24.49,38.16,2.05,49.44,0.45,0.310347,0.118909326,39.74,1,-0.5,-0.866025404,0.5,0.866025404,0,2.482776
02-01-2020 15:00,200.7,23.95,28.86,2.43,49.99,0.36,0.18063,0.097466331,40.58,1,-0.707106781,-0.707106781,0.5,0.866025404,0,1.44504
02-01-2020 16:00,82.75,22.62,20.62,2.11,57.82,0.28,0.074475,0.110563999,40.21,1,-0.866025404,-0.5,0.5,0.866025404,0,0.5958
02-01-2020 17:00,7.3,19.69,12.93,2.22,67.51,0.18,0.00657,0.233249023,37.95,1,-0.965925826,-0.258819045,0.5,0.866025404,0,0.05256
02-01-2020 18:00,0,18.2,4.35,2.61,69.09,0.18,0,0.190222664,36.05,1,-1,-1.84E-16,0.5,0.866025404,0,0
02-01-2020 19:00,0,17.2,2.9,2.9,70.77,0.18,0,0.442686682,31.62,0,-0.965925826,0.258819045,0.5,0.866025404,0,0
02-01-2020 20:00,0,16.45,8.67,3.18,72.2,0.18,0,0.470060427,26.92,0,-0.866025404,0.5,0.5,0.866025404,0,0
02-01-2020 21:00,0,15.91,2.93,3.64,72.89,0.18,0,0.155323964,25.37,0,-0.707106781,0.707106781,0.5,0.866025404,0,0
02-01-2020 22:00,0,15.35,2.74,4.09,73.79,0.18,0,0.167711195,23.69,0,-0.5,0.866025404,0.5,0.866025404,1,0
02-01-2020 23:00,0,14.78,17.5,4.37,75.08,0.18,0,0.038487119,23.3,0,-0.258819045,0.965925826,0.5,0.866025404,1,0
03-01-2020 00:00,0,14.21,16.88,4.34,76.89,0.18,0,0.045072572,22.85,0,0,1,0.5,0.866025404,1,0
03-01-2020 01:00,0,13.41,24.13,3.8,80.64,0.18,0,0.028306794,22.57,0,0.258819045,0.965925826,0.5,0.866025404,1,0
03-01-2020 02:00,0,12.64,4.96,3.24,85.21,0.18,0,0.059071022,21.98,0,0.5,0.866025404,0.5,0.866025404,1,0
03-01-2020 03:00,0,12.03,2.96,2.83,89.6,0.18,0,0.032648103,21.65,0,0.707106781,0.707106781,0.5,0.866025404,1,0
03-01-2020 04:00,0,11.38,0.97,2.57,94.98,0.18,0,0.039549735,21.26,0,0.866025404,0.5,0.5,0.866025404,1,0
03-01-2020 05:00,0,10.76,2.9,2.44,100,0.18,0,0.401668715,17.24,0,0.965925826,0.258819045,0.5,0.866025404,1,0
03-01-2020 06:00,0,10.28,8.31,2.36,100,0.18,0,0.411216273,13.13,1,1,6.12E-17,0.5,0.866025404,1,0
03-01-2020 07:00,44.75,11.69,7.51,2.98,94.57,0.27,0.040275,0.291121448,10.62,1,0.965925826,-0.258819045,0.5,0.866025404,1,0.3222
03-01-2020 08:00,173.65,14.04,8.82,2.55,82.95,0.39,0.156285,0.349364304,8.69,1,0.866025404,-0.5,0.5,0.866025404,1,1.25028
03-01-2020 09:00,334.15,17.88,8.61,2.43,67.51,0.49,0.300735,0.103986936,10.66,1,0.707106781,-0.707106781,0.5,0.866025404,1,2.40588
03-01-2020 10:00,468.08,21.49,4.3,1.95,52.42,0.55,0.421272,0.118332863,13.69,1,0.5,-0.866025404,0.5,0.866025404,1,3.370176
03-01-2020 11:00,559.9,22.89,1.45,1.84,47.6,0.59,0.50391,0.262843042,16.1,1,0.258819045,-0.965925826,0.5,0.866025404,1,4.03128
03-01-2020 12:00,581.7,23.83,13.31,2.07,44.25,0.6,0.52353,0.271037928,18.62,1,1.22E-16,-1,0.5,0.866025404,1,4.18824
03-01-2020 13:00,466.12,24.41,27.39,2.33,42.11,0.52,0.419508,0.275100341,20.06,1,-0.258819045,-0.965925826,0.5,0.866025404,1,3.356064
03-01-2020 14:00,392.15,24.43,28.88,2.33,41.39,0.51,0.352935,0.09934027,22.6,1,-0.5,-0.866025404,0.5,0.866025404,1,2.82348
03-01-2020 15:00,245.75,23.91,28.01,2.17,41.89,0.44,0.221175,0.086816682,23.94,1,-0.707106781,-0.707106781,0.5,0.866025404,1,1.7694
03-01-2020 16:00,107.43,22.4,26.1,1.51,52.84,0.35,0.096687,0.084425175,24.07,1,-0.866025404,-0.5,0.5,0.866025404,1,0.773496
03-01-2020 17:00,9.5,20.26,26.42,1.5,56.83,0.22,0.00855,0.19088674,22.24,1,-0.965925826,-0.258819045,0.5,0.866025404,1,0.0684
03-01-2020 18:00,0,19.07,25.92,1.78,57.88,0.22,0,0.207961935,20.16,1,-1,-1.84E-16,0.5,0.866025404,1,0
03-01-2020 19:00,0,17.76,14.54,2.18,62.25,0.22,0,0.451379388,15.65,0,-0.965925826,0.258819045,0.5,0.866025404,1,0
03-01-2020 20:00,0,16.47,27.56,2.55,66.63,0.22,0,0.433487775,11.32,0,-0.866025404,0.5,0.5,0.866025404,1,0
03-01-2020 21:00,0,15.46,43.46,2.75,69.7,0.22,0,0.147792443,9.84,0,-0.707106781,0.707106781,0.5,0.866025404,1,0
03-01-2020 22:00,0,14.71,45.4,2.84,71.4,0.22,0,0.14441325,8.39,0,-0.5,0.866025404,0.5,0.866025404,1,0
03-01-2020 23:00,0,14.02,36.17,2.88,72.72,0.22,0,0.041730509,7.98,0,-0.258819045,0.965925826,0.5,0.866025404,1,0
04-01-2020 00:00,0,13.45,64.77,2.87,74.08,0.22,0,0.028568069,7.69,0,0,1,0.5,0.866025404,1,0
04-01-2020 01:00,0,12.96,84.05,2.87,76.34,0.22,0,0.072888225,6.96,0,0.258819045,0.965925826,0.5,0.866025404,1,0
04-01-2020 02:00,0,12.48,27.39,2.84,79.64,0.22,0,0.05522093,6.41,0,0.5,0.866025404,0.5,0.866025404,1,0
04-01-2020 03:00,0,11.96,54.43,2.89,83.88,0.22,0,0.052557952,5.88,0,0.707106781,0.707106781,0.5,0.866025404,1,0
04-01-2020 04:00,0,11.48,73.44,2.96,87.9,0.22,0,0.079620988,5.09,0,0.866025404,0.5,0.5,0.866025404,1,0
04-01-2020 05:00,0,11.02,94.44,2.99,91.91,0.22,0,0.407092911,1.02,0,0.965925826,0.258819045,0.5,0.866025404,1,0
04-01-2020 06:00,0,10.6,97.94,2.97,95.48,0.22,0,0.403357883,0,1,1,6.12E-17,0.5,0.866025404,1,0
04-01-2020 07:00,51.28,11.66,75.38,3.87,89.88,0.31,0.046152,0.309102908,0,1,0.965925826,-0.258819045,0.5,0.866025404,1,0.369216
04-01-2020 08:00,191.57,13.84,55.71,3.38,79.39,0.43,0.172413,0.315709353,0,1,0.866025404,-0.5,0.5,0.866025404,1,1.379304
04-01-2020 09:00,355.73,17.64,35.36,3.25,63.87,0.53,0.320157,0.166945951,1.53,1,0.707106781,-0.707106781,0.5,0.866025404,1,2.561256
04-01-2020 10:00,502.02,21.73,15.68,4.56,47.48,0.59,0.451818,0.177445135,4.28,1,0.5,-0.866025404,0.5,0.866025404,1,3.614544
04-01-2020 11:00,586,23.45,20.45,4.38,42.62,0.62,0.5274,0.289378193,6.66,1,0.258819045,-0.965925826,0.5,0.866025404,1,4.2192
04-01-2020 12:00,620.08,24.53,10.78,4.45,39.63,0.64,0.558072,0.276987166,9.47,1,1.22E-16,-1,0.5,0.866025404,1,4.464576
04-01-2020 13:00,569.1,25.12,13.14,4.67,37.32,0.63,0.51219,0.254772553,12.04,1,-0.258819045,-0.965925826,0.5,0.866025404,1,4.09752
04-01-2020 14:00,451.38,25.14,0.06,4.73,35.84,0.59,0.406242,0.121938181,14.88,1,-0.5,-0.866025404,0.5,0.866025404,1,3.249936
04-01-2020 15:00,300.12,24.6,0.11,4.36,36.27,0.53,0.270108,0.085121468,16.73,1,-0.707106781,-0.707106781,0.5,0.866025404,1,2.160864
04-01-2020 16:00,131.32,22.5,0.16,2.65,49.18,0.43,0.118188,0.107889416,16.84,1,-0.866025404,-0.5,0.5,0.866025404,1,0.945504
04-01-2020 17:00,10.77,18.74,0.21,2.77,58.55,0.24,0.009693,0.233592964,14.6,1,-0.965925826,-0.258819045,0.5,0.866025404,1,0.077544
04-01-2020 18:00,0,17.37,0.26,2.93,60.05,0.24,0,0.219214559,12.41,1,-1,-1.84E-16,0.5,0.866025404,1,0
04-01-2020 19:00,0,16.47,0.3,3.02,62.34,0.24,0,0.436230218,8.04,0,-0.965925826,0.258819045,0.5,0.866025404,1,0
04-01-2020 20:00,0,15.61,0.35,3.13,64.99,0.24,0,0.443496651,3.61,0,-0.866025404,0.5,0.5,0.866025404,1,0
04-01-2020 21:00,0,14.85,0.4,3.22,67.88,0.24,0,0.160824879,2,0,-0.707106781,0.707106781,0.5,0.866025404,1,0
04-01-2020 22:00,0,14.16,0.45,3.29,71.07,0.24,0,0.153037157,0.47,0,-0.5,0.866025404,0.5,0.866025404,1,0
04-01-2020 23:00,0,13.51,0.33,3.4,74.12,0.24,0,0.045124153,0.02,0,-0.258819045,0.965925826,0.5,0.866025404,1,0
05-01-2020 00:00,0,12.91,0.22,3.49,77.06,0.24,0,0.077688218,0,0,0,1,0.5,0.866025404,1,0
05-01-2020 01:00,0,12.35,0.11,3.55,79.81,0.24,0,0.0357165,0,0,0.258819045,0.965925826,0.5,0.866025404,1,0
05-01-2020 02:00,0,11.85,0,3.59,82.1,0.24,0,0.050297087,0,0,0.5,0.866025404,0.5,0.866025404,1,0
05-01-2020 03:00,0,11.33,0,3.57,84.36,0.24,0,0.066937302,0,0,0.707106781,0.707106781,0.5,0.866025404,1,0
05-01-2020 04:00,0,10.86,0,3.55,86.44,0.24,0,0.059196875,0,0,0.866025404,0.5,0.5,0.866025404,1,0
05-01-2020 05:00,0,10.45,0,3.6,88.13,0.24,0,0.39509479,0,0,0.965925826,0.258819045,0.5,0.866025404,1,0
05-01-2020 06:00,0,10.08,0,3.69,89.74,0.24,0,0.406593709,0,1,1,6.12E-17,0.5,0.866025404,1,0
05-01-2020 07:00,61.15,11.1,0,4.63,83.88,0.37,0.055035,0.298368829,0,1,0.965925826,-0.258819045,0.5,0.866025404,1,0.44028
05-01-2020 08:00,228.42,13.47,0,4,73.38,0.52,0.205578,0.289309758,0,1,0.866025404,-0.5,0.5,0.866025404,1,1.644624
05-01-2020 09:00,418.19,17.25,0,3.29,60.63,0.62,0.376371,0.145543374,2.31,1,0.707106781,-0.707106781,0.5,0.866025404,1,3.010968
05-01-2020 10:00,524.17,21.76,0,5.59,41.39,0.62,0.471753,0.122201946,5.8,1,0.5,-0.866025404,0.5,0.866025404,1,3.774024
05-01-2020 11:00,617.35,23.57,0,5.5,35.21,0.65,0.555615,0.235738346,9,1,0.258819045,-0.965925826,0.5,0.866025404,1,4.44492
05-01-2020 12:00,704.7,24.68,0,5.13,31.91,0.73,0.63423,0.253692996,12.81,1,1.22E-16,-1,0.5,0.866025404,1,5.07384
05-01-2020 13:00,649.28,25.31,0,4.7,29.9,0.71,0.584352,0.240374161,16.25,1,-0.258819045,-0.965925826,0.5,0.866025404,1,4.674816
05-01-2020 14:00,526.17,25.41,0,4.32,29.01,0.68,0.473553,0.094921941,20.03,1,-0.5,-0.866025404,0.5,0.866025404,1,3.788424
05-01-2020 15:00,351.5,24.82,0,3.99,30.24,0.62,0.31635,0.119618622,22,1,-0.707106781,-0.707106781,0.5,0.866025404,1,2.5308
05-01-2020 16:00,155.77,22.67,0,2.49,44.7,0.5,0.140193,0.089987702,22.5,1,-0.866025404,-0.5,0.5,0.866025404,1,1.121544
05-01-2020 17:00,12.7,18.69,0,2.63,54.04,0.27,0.01143,0.228975777,20.33,1,-0.965925826,-0.258819045,0.5,0.866025404,1,0.09144
05-01-2020 18:00,0,17.01,0,3.12,55.79,0.27,0,0.193824349,18.39,1,-1,-1.84E-16,0.5,0.866025404,1,0
05-01-2020 19:00,0,16.16,0,3.48,57,0.27,0,0.440792434,13.98,0,-0.965925826,0.258819045,0.5,0.866025404,1,0
05-01-2020 20:00,0,15.55,0.01,3.6,58.3,0.27,0,0.483216518,9.15,0,-0.866025404,0.5,0.5,0.866025404,1,0
05-01-2020 21:00,0,14.94,0.01,3.65,60.84,0.27,0,0.126025118,7.89,0,-0.707106781,0.707106781,0.5,0.866025404,1,0
05-01-2020 22:00,0,14.26,0.01,3.61,64.66,0.27,0,0.181476347,6.07,0,-0.5,0.866025404,0.5,0.866025404,1,0
05-01-2020 23:00,0,13.56,0,3.51,69,0.27,0,0.041275846,5.66,0,-0.258819045,0.965925826,0.5,0.866025404,1,0
06-01-2020 00:00,0,12.87,0,3.36,73.24,0.27,0,0.061511924,5.05,0,0,1,0.5,0.866025404,1,0
06-01-2020 01:00,0,12.21,0,3.14,77.02,0.27,0,0.047563148,4.57,0,0.258819045,0.965925826,0.5,0.866025404,1,0
06-01-2020 02:00,0,11.69,0.48,3.14,79.92,0.27,0,0.038007793,4.19,0,0.5,0.866025404,0.5,0.866025404,1,0
06-01-2020 03:00,0,11.38,1.45,3.46,81.45,0.27,0,0.031009808,3.88,0,0.707106781,0.707106781,0.5,0.866025404,1,0
06-01-2020 04:00,0,11.14,3.34,3.95,82.53,0.27,0,0.070838612,3.17,0,0.866025404,0.5,0.5,0.866025404,1,0
06-01-2020 05:00,0,10.75,5.2,4.13,84.23,0.27,0,0.413866299,0,0,0.965925826,0.258819045,0.5,0.866025404,1,0
06-01-2020 06:00,0,10.3,7.09,4.11,86.08,0.27,0,0.399225721,0,1,1,6.12E-17,0.5,0.866025404,1,0
06-01-2020 07:00,63.2,11.22,8.62,5.01,80.89,0.38,0.05688,0.315577271,0,1,0.965925826,-0.258819045,0.5,0.866025404,1,0.45504
06-01-2020 08:00,247.07,13.73,11.16,4.32,70.17,0.56,0.222363,0.280440953,0,1,0.866025404,-0.5,0.5,0.866025404,1,1.778904
06-01-2020 09:00,433.98,17.67,13.09,3.96,56.53,0.64,0.390582,0.195080137,1.96,1,0.707106781,-0.707106781,0.5,0.866025404,1,3.124656
06-01-2020 10:00,573.17,21.6,18.94,4.84,44.95,0.67,0.515853,0.184220834,5.27,1,0.5,-0.866025404,0.5,0.866025404,1,4.126824
06-01-2020 11:00,636.05,24.69,40.29,4.94,39.11,0.67,0.572445,0.217980373,8.82,1,0.258819045,-0.965925826,0.5,0.866025404,1,4.57956
06-01-2020 12:00,705.78,26.46,7.1,4.39,37.3,0.73,0.635202,0.260931884,12.56,1,1.22E-16,-1,0.5,0.866025404,1,5.081616
06-01-2020 13:00,650.35,27.31,3.84,3.63,37.08,0.71,0.585315,0.266644393,15.75,1,-0.258819045,-0.965925826,0.5,0.866025404,1,4.68252
06-01-2020 14:00,533.35,27.43,1.27,2.69,37.82,0.69,0.480015,0.089160056,19.65,1,-0.5,-0.866025404,0.5,0.866025404,1,3.84012
06-01-2020 15:00,355.4,26.92,2.89,1.68,39.69,0.62,0.31986,0.073620944,22.12,1,-0.707106781,-0.707106781,0.5,0.866025404,1,2.55888
06-01-2020 16:00,158.62,25.67,4.5,0.48,47.99,0.51,0.142758,0.093606677,22.61,1,-0.866025404,-0.5,0.5,0.866025404,1,1.142064
06-01-2020 17:00,13.48,23.62,6.16,0.75,50.38,0.28,0.012132,0.201151495,20.72,1,-0.965925826,-0.258819045,0.5,0.866025404,1,0.097056
06-01-2020 18:00,0,21.46,7.84,1.74,54.92,0.28,0,0.18360686,18.88,1,-1,-1.84E-16,0.5,0.866025404,1,0
06-01-2020 19:00,0,19.84,77.26,2.41,59.95,0.28,0,0.431724356,14.56,0,-0.965925826,0.258819045,0.5,0.866025404,1,0
06-01-2020 20:00,0,18.59,54.82,2.87,63.39,0.28,0,0.47368772,9.83,0,-0.866025404,0.5,0.5,0.866025404,1,0
06-01-2020 21:00,0,17.73,92.5,3.28,65,0.28,0,0.162765318,8.2,0,-0.707106781,0.707106781,0.5,0.866025404,1,0
06-01-2020 22:00,0,17.26,99.38,3.48,65.14,0.28,0,0.174082719,6.46,0,-0.5,0.866025404,0.5,0.866025404,1,0
06-01-2020 23:00,0,16.8,85.52,3.72,65.7,0.28,0,0.048044514,5.98,0,-0.258819045,0.965925826,0.5,0.866025404,1,0
07-01-2020 00:00,0,16.08,82.99,3.92,68.41,0.28,0,0.065986755,5.32,0,0,1,0.5,0.866025404,1,0
07-01-2020 01:00,0,15.16,57.1,3.93,72.83,0.28,0,0.058330946,4.74,0,0.258819045,0.965925826,0.5,0.866025404,1,0
07-01-2020 02:00,0,14.16,24.93,3.33,77.95,0.28,0,0.055089934,4.18,0,0.5,0.866025404,0.5,0.866025404,1,0
07-01-2020 03:00,0,13.39,3.38,2.81,82.03,0.28,0,0.064826227,3.54,0,0.707106781,0.707106781,0.5,0.866025404,1,0
07-01-2020 04:00,0,12.89,19.19,2.6,84.21,0.28,0,0.058104182,2.96,0,0.866025404,0.5,0.5,0.866025404,1,0
07-01-2020 05:00,0,12.51,84.62,2.46,85.49,0.28,0,0.365678541,0,0,0.965925826,0.258819045,0.5,0.866025404,1,0
07-01-2020 06:00,0,12.22,70.08,2.32,86.06,0.28,0,0.383162184,0,1,1,6.12E-17,0.5,0.866025404,1,0
07-01-2020 07:00,52.05,13.74,65.92,2.8,78.67,0.32,0.046845,0.339530027,0,1,0.965925826,-0.258819045,0.5,0.866025404,1,0.37476
07-01-2020 08:00,193.77,16.09,61.28,2.71,69.51,0.44,0.174393,0.296996211,0,1,0.866025404,-0.5,0.5,0.866025404,1,1.395144
07-01-2020 09:00,338.92,19.46,56.85,1.98,60.79,0.5,0.305028,0.146546118,1.58,1,0.707106781,-0.707106781,0.5,0.866025404,1,2.440224
07-01-2020 10:00,472.35,22.91,53.58,1.27,53.25,0.56,0.425115,0.142362687,4.41,1,0.5,-0.866025404,0.5,0.866025404,1,3.40092
07-01-2020 11:00,574,26.3,35.21,0.91,45.07,0.6,0.5166,0.251368756,7.06,1,0.258819045,-0.965925826,0.5,0.866025404,1,4.1328
07-01-2020 12:00,552.3,27.72,42.83,2.72,42.92,0.57,0.49707,0.252970411,9.51,1,1.22E-16,-1,0.5,0.866025404,1,3.97656
07-01-2020 13:00,479.33,28.17,41.12,3.36,42.81,0.52,0.431397,0.254598256,11.27,1,-0.258819045,-0.965925826,0.5,0.866025404,1,3.451176
07-01-2020 14:00,354.42,27.92,56.65,3.48,44.05,0.46,0.318978,0.10412575,13.42,1,-0.5,-0.866025404,0.5,0.866025404,1,2.551824
07-01-2020 15:00,232.12,27.35,47.37,3.24,46.1,0.4,0.208908,0.083812397,14.67,1,-0.707106781,-0.707106781,0.5,0.866025404,1,1.671264
07-01-2020 16:00,109.12,25.85,35.63,2.11,55.58,0.34,0.098208,0.103873944,14.62,1,-0.866025404,-0.5,0.5,0.866025404,1,0.785664
07-01-2020 17:00,10.93,22.78,24.37,1.96,63.89,0.21,0.009837,0.194002956,12.77,1,-0.965925826,-0.258819045,0.5,0.866025404,1,0.078696
07-01-2020 18:00,0,21.34,13.48,2.43,67.1,0.21,0,0.206934266,10.71,1,-1,-1.84E-16,0.5,0.866025404,1,0
07-01-2020 19:00,0,20.66,13.46,2.74,68.41,0.21,0,0.429679658,6.41,0,-0.965925826,0.258819045,0.5,0.866025404,1,0
07-01-2020 20:00,0,20.11,25.1,3,68.14,0.21,0,0.427083359,2.14,0,-0.866025404,0.5,0.5,0.866025404,1,0
07-01-2020 21:00,0,19.79,16.87,3.31,66.32,0.21,0,0.184077832,0.3,0,-0.707106781,0.707106781,0.5,0.866025404,1,0
07-01-2020 22:00,0,19.21,9.26,3.34,65.43,0.21,0,0.135613998,0,0,-0.5,0.866025404,0.5,0.866025404,1,0
07-01-2020 23:00,0,18.41,9.12,3.13,65.67,0.21,0,0.04679783,0,0,-0.258819045,0.965925826,0.5,0.866025404,1,0
08-01-2020 00:00,0,17.35,5.31,2.93,66.94,0.21,0,0.053241149,0,0,0,1,0.5,0.866025404,1,0
08-01-2020 01:00,0,16.54,4.72,2.87,67.37,0.21,0,0.066763097,0,0,0.258819045,0.965925826,0.5,0.866025404,1,0
08-01-2020 02:00,0,15.82,0.48,2.87,67.83,0.21,0,0.02,0,0,0.5,0.866025404,0.5,0.866025404,1,0
08-01-2020 03:00,0,15.1,2.42,2.9,68.68,0.21,0,0.02,0,0,0.707106781,0.707106781,0.5,0.866025404,1,0
08-01-2020 04:00,0,14.4,1.45,2.96,70.11,0.21,0,0.050864404,0,0,0.866025404,0.5,0.5,0.866025404,1,0
08-01-2020 05:00,0,13.76,42.84,3.14,71.71,0.21,0,0.406345275,0,0,0.965925826,0.258819045,0.5,0.866025404,1,0
08-01-2020 06:00,0,13.16,30.75,3.46,73.49,0.21,0,0.3934727,0,1,1,6.12E-17,0.5,0.866025404,1,0
08-01-2020 07:00,55.42,13.53,24.09,4.29,71.09,0.34,0.049878,0.308474071,0,1,0.965925826,-0.258819045,0.5,0.866025404,1,0.399024
08-01-2020 08:00,226.9,15.38,19.69,4,64.69,0.51,0.20421,0.316255848,0,1,0.866025404,-0.5,0.5,0.866025404,1,1.63368
08-01-2020 09:00,416.4,19.04,15.67,4.13,52.8,0.61,0.37476,0.130566815,2.44,1,0.707106781,-0.707106781,0.5,0.866025404,1,2.99808
08-01-2020 10:00,568.25,22.48,16.27,4.5,41.88,0.67,0.511425,0.174985855,5.81,1,0.5,-0.866025404,0.5,0.866025404,1,4.0914
08-01-2020 11:00,675.62,24.3,0.48,4.48,38.18,0.71,0.608058,0.252296982,9.36,1,0.258819045,-0.965925826,0.5,0.866025404,1,4.864464
08-01-2020 12:00,699.4,25.31,0.48,4.65,36.89,0.72,0.62946,0.204659603,13.61,1,1.22E-16,-1,0.5,0.866025404,1,5.03568
08-01-2020 13:00,656.92,25.8,0,5.01,36.76,0.72,0.591228,0.236583635,17.16,1,-0.258819045,-0.965925826,0.5,0.866025404,1,4.729824
08-01-2020 14:00,541.88,25.7,0.1,5.23,37.35,0.69,0.487692,0.115767377,20.88,1,-0.5,-0.866025404,0.5,0.866025404,1,3.901536
